Dalvik/2.1.0 (Linux; U; Android 5; Xiaomi Build/LQZ1V1) [FBAN/EMA;FBAV/186.0.0.88.29;FBBV/542953578;FBRV/0;FBPN/com.facebook.lite;FBLC/fr_CA;FBMF/Samsung;FBBD/Samsung;FBDV/Xiaomi;FBSV/5;FBCA/armeabi-v8a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 9; Sony Xperia 807 Ultra Build/PQ2A.371079.028) [FBAN/EMA;FBAV/206.0.0.88.88;FBBV/293005024;FBRV/0;FBPN/com.facebook.lite;FBLC/bs_BA;FBMF/Sony;FBBD/Sony;FBDV/Sony Xperia 807 Ultra;FBSV/9;FBCA/armeabi-v7a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 11; Nokia NJ492F Build/RQ3A.174144.052) [FBAN/EMA;FBAV/155.0.0.70.32;FBBV/758714628;FBRV/0;FBPN/com.facebook.lite;FBLC/el_GR;FBMF/Nokia;FBBD/Nokia;FBDV/Nokia NJ492F;FBSV/11;FBCA/armeabi-v8a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 4; Huawei Z283 Max Build/J2R48L) [FBAN/EMA;FBAV/414.0.0.87.14;FBBV/779723642;FBRV/0;FBPN/com.facebook.lite;FBLC/sr_RS;FBMF/Huawei;FBBD/Huawei;FBDV/Huawei Z283 Max;FBSV/4;FBCA/armeabi-v7a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 8; LM-Q899T Build/OPR2.270981.029) [FBAN/EMA;FBAV/425.0.0.24.33;FBBV/588960145;FBRV/0;FBPN/com.facebook.lite;FBLC/fi_FI;FBMF/LM;FBBD/LM;FBDV/LM-Q899T;FBSV/8;FBCA/armeabi-v8a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 9; Mi F620T Build/PD2A.404841.074) [FBAN/EMA;FBAV/422.0.0.80.86;FBBV/356187262;FBRV/0;FBPN/com.facebook.lite;FBLC/fi_FI;FBMF/Mi;FBBD/Mi;FBDV/Mi F620T;FBSV/9;FBCA/armeabi-v7a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 9; Huawei I615 Pro Build/PPR1.686629.034) [FBAN/EMA;FBAV/115.0.0.37.35;FBBV/607679895;FBRV/0;FBPN/com.facebook.lite;FBLC/ne_NP;FBMF/Huawei;FBBD/Huawei;FBDV/Huawei I615 Pro;FBSV/9;FBCA/armeabi-v8a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 10; Vivo W816 Max Build/QQ1B.490611.027) [FBAN/EMA;FBAV/181.0.0.38.64;FBBV/537687397;FBRV/0;FBPN/com.facebook.lite;FBLC/da_DK;FBMF/Vivo;FBBD/Vivo;FBDV/Vivo W816 Max;FBSV/10;FBCA/armeabi-v8a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 13; Honor W169M Build/TD1A.822167.039) [FBAN/EMA;FBAV/414.0.0.34.25;FBBV/900213729;FBRV/0;FBPN/com.facebook.lite;FBLC/hi_IN;FBMF/Honor;FBBD/Honor;FBDV/Honor W169M;FBSV/13;FBCA/armeabi-v8a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 7; Nokia NF639 Ultra Build/NLXPWR) [FBAN/EMA;FBAV/319.0.0.66.98;FBBV/145934150;FBRV/0;FBPN/com.facebook.lite;FBLC/pt_BR;FBMF/Nokia;FBBD/Nokia;FBDV/Nokia NF639 Ultra;FBSV/7;FBCA/armeabi-v7a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 11; Oppo Y938 Ultra Build/RD2A.756591.054) [FBAN/EMA;FBAV/193.0.0.79.28;FBBV/361730250;FBRV/0;FBPN/com.facebook.lite;FBLC/ro_RO;FBMF/Oppo;FBBD/Oppo;FBDV/Oppo Y938 Ultra;FBSV/11;FBCA/armeabi-v7a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 6; SM-N712F Build/MV2667) [FBAN/EMA;FBAV/325.0.0.74.14;FBBV/700662157;FBRV/0;FBPN/com.facebook.lite;FBLC/hr_HR;FBMF/SM;FBBD/SM;FBDV/SM-N712F;FBSV/6;FBCA/armeabi-v7a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 743 Pro Build/PD2A.530531.097) [FBAN/EMA;FBAV/124.0.0.94.75;FBBV/967805846;FBRV/0;FBPN/com.facebook.lite;FBLC/it_IT;FBMF/Redmi;FBBD/Redmi;FBDV/Redmi Note 743 Pro;FBSV/9;FBCA/armeabi-v8a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 9; LM-J118 Max Build/PQ3B.582132.037) [FBAN/EMA;FBAV/154.0.0.10.48;FBBV/360672431;FBRV/0;FBPN/com.facebook.lite;FBLC/as_IN;FBMF/LM;FBBD/LM;FBDV/LM-J118 Max;FBSV/9;FBCA/armeabi-v7a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 13; SM-F718ES Build/TQ2A.478514.077) [FBAN/EMA;FBAV/261.0.0.54.12;FBBV/581476682;FBRV/0;FBPN/com.facebook.lite;FBLC/it_IT;FBMF/SM;FBBD/SM;FBDV/SM-F718ES;FBSV/13;FBCA/armeabi-v8a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 14; SM-S936ES Build/TQ1A.431360.095) [FBAN/EMA;FBAV/128.0.0.15.95;FBBV/703603063;FBRV/0;FBPN/com.facebook.lite;FBLC/es_LA;FBMF/SM;FBBD/SM;FBDV/SM-S936ES;FBSV/14;FBCA/armeabi-v8a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 9; Vivo Q295T Build/PQ3B.884951.065) [FBAN/EMA;FBAV/431.0.0.36.60;FBBV/317681536;FBRV/0;FBPN/com.facebook.lite;FBLC/pt_BR;FBMF/Vivo;FBBD/Vivo;FBDV/Vivo Q295T;FBSV/9;FBCA/armeabi-v7a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 14; Redmi Note H192 Max Build/TQ1A.115289.043) [FBAN/EMA;FBAV/385.0.0.24.26;FBBV/814333608;FBRV/0;FBPN/com.facebook.lite;FBLC/th_TH;FBMF/Redmi;FBBD/Redmi;FBDV/Redmi Note H192 Max;FBSV/14;FBCA/armeabi-v7a:armeabi;FBDM/{density=2.0,width=720,height=1440};FB_FW/1;]
